feature,mean_importance
position_t,-0.0013349729524925636
legal_ownership_status_v,-0.0009818578237667853
has_superstructure_rc_engineered,-0.0009489410367328865
ground_floor_type_m,-0.0006926778629422259
plan_configuration_o,-0.0002640285819769161
plan_configuration_s,-0.0002390446592122286
plan_configuration_q,-8.450678363445264e-05
plan_configuration_a,-4.000167548667832e-06
plan_configuration_n,0.0
has_secondary_use_use_police,0.0
has_secondary_use_school,0.0
has_secondary_use_health_post,0.0
has_secondary_use_institution,0.0
has_superstructure_other,4.459052719174572e-06
position_j,1.131671220064856e-05
plan_configuration_f,5.643419921399495e-05
has_secondary_use_industry,0.0001135019384324476
plan_configuration_c,0.00012971141710875765
plan_configuration_m,0.00015479804277418463
has_superstructure_adobe_mud,0.00015831973236051232
other_floor_type_s,0.0002452003961428861
land_surface_condition_o,0.00026608233414593396
position_s,0.00026733778500926953
legal_ownership_status_r,0.00027859505042431286
has_secondary_use_gov_office,0.00036018442958591913
land_surface_condition_t,0.0003785338932648319
ground_floor_type_z,0.00042812189273533363
has_secondary_use_other,0.000579338463395862
other_floor_type_j,0.0005988099876791164
has_secondary_use_rental,0.0006370622009038929
legal_ownership_status_a,0.0007215853944420702
plan_configuration_d,0.0008200451482087256
position_o,0.0011634892664849738
foundation_type_u,0.0012538147456943927
plan_configuration_u,0.0014053954886272368
legal_ownership_status_w,0.00153062921874223
land_surface_condition_n,0.0015632357710041011
foundation_type_h,0.0017348349142819464
ground_floor_type_v,0.0017817317040636827
roof_type_q,0.0018802645111456683
has_secondary_use_hotel,0.0019736967166885445
other_floor_type_x,0.002111363506130881
has_superstructure_cement_mortar_stone,0.002132969383895378
has_secondary_use,0.002139691712986669
count_families,0.0022018655244260945
ground_floor_type_f,0.002298968058731399
foundation_type_w,0.002633384737931199
other_floor_type_q,0.0026887655147351365
has_superstructure_rc_non_engineered,0.002739712105132619
has_superstructure_mud_mortar_brick,0.002933765770308683
has_superstructure_bamboo,0.0029953439049422714
foundation_type_i,0.003288424246199395
roof_type_x,0.00337966207861895
has_secondary_use_agriculture,0.0033964046813547586
ground_floor_type_x,0.0034347821176982985
roof_type_n,0.0043644197553396324
has_superstructure_stone_flag,0.005836539382487516
foundation_type_r,0.006895373539533489
has_superstructure_timber,0.011385852998495104
height_percentage,0.01156326600667088
count_floors_pre_eq,0.01164692300464958
area_percentage,0.013160146683361362
has_superstructure_mud_mortar_stone,0.015129267909191535
has_superstructure_cement_mortar_brick,0.01696513075334951
age,0.02436627674740739
geo_level_3_id,0.03868152176057917
geo_level_2_id,0.0955384775444865
geo_level_1_id,0.32303824555566535
