feature,mean_importance
has_secondary_use_other,-0.0014569773748517533
plan_configuration_a,-0.001196267694234887
foundation_type_h,-0.0006709484934807497
ground_floor_type_z,-0.000486384643614346
has_secondary_use_industry,-0.00039806773513559877
has_secondary_use_rental,-0.00028153122439986686
foundation_type_u,-0.00015975594148045502
has_superstructure_rc_engineered,-0.00012665416225796645
legal_ownership_status_r,-9.134019985799214e-05
has_secondary_use_hotel,-5.955345779662391e-05
ground_floor_type_m,-5.710757449273185e-05
legal_ownership_status_a,-5.1056392118375984e-05
position_t,-4.163186773662453e-05
has_secondary_use_school,0.0
has_secondary_use_use_police,0.0
plan_configuration_o,0.0
plan_configuration_n,0.0
has_secondary_use_health_post,0.0
plan_configuration_m,0.0
has_secondary_use_gov_office,0.0
plan_configuration_f,0.0
plan_configuration_c,5.301434174174169e-05
has_secondary_use_institution,6.388062536712979e-05
ground_floor_type_f,7.281033452597452e-05
legal_ownership_status_v,8.138921596105853e-05
plan_configuration_s,9.782088026397684e-05
other_floor_type_s,0.00020123573690646878
roof_type_n,0.00029667491577560766
roof_type_q,0.0003389021424575978
legal_ownership_status_w,0.00038050758801395635
has_superstructure_other,0.0003873048707842441
has_superstructure_cement_mortar_stone,0.0004976372014730667
land_surface_condition_t,0.0005630840629338829
plan_configuration_q,0.0005840091757476129
plan_configuration_d,0.0009753777660429063
has_secondary_use_agriculture,0.001051769363507571
position_o,0.001054227737337321
position_j,0.0010587705168872308
has_superstructure_rc_non_engineered,0.0013064807854592075
land_surface_condition_o,0.001356893448531582
plan_configuration_u,0.0013889207705854779
has_superstructure_bamboo,0.0015820431701838666
position_s,0.0015871364174410373
land_surface_condition_n,0.0019732588441110366
other_floor_type_x,0.0023509526602923493
ground_floor_type_v,0.0025570405306293955
foundation_type_i,0.0025842356156557055
has_secondary_use,0.002612776069343048
has_superstructure_adobe_mud,0.0029304586216807095
ground_floor_type_x,0.002966558021772614
foundation_type_w,0.003240655185282182
has_superstructure_timber,0.0039168272715061295
other_floor_type_j,0.004353016500361217
roof_type_x,0.004861480363644621
count_families,0.0059134575374423905
has_superstructure_mud_mortar_brick,0.006057166586071183
other_floor_type_q,0.006253852081671308
has_superstructure_stone_flag,0.006952405286394003
foundation_type_r,0.008579586373269521
area_percentage,0.009692176525294704
has_superstructure_cement_mortar_brick,0.012293071614950834
has_superstructure_mud_mortar_stone,0.016099736255966057
height_percentage,0.0210810520075261
count_floors_pre_eq,0.022421092252293516
age,0.02259262185031543
geo_level_3_id,0.040320509140007156
geo_level_2_id,0.11709570502685378
geo_level_1_id,0.3008381163185462
