feature,mean_importance
legal_ownership_status_v,-0.0018554994281381853
position_s,-0.00138884573727851
has_superstructure_rc_non_engineered,-0.0008880479156971654
has_secondary_use_institution,-0.0007468192428351061
has_superstructure_adobe_mud,-0.0002820421464741818
legal_ownership_status_a,-0.00024067631587390003
ground_floor_type_z,-0.00019732443839317603
has_secondary_use_industry,-0.00018932458460338975
legal_ownership_status_r,-3.610624112195815e-05
position_t,-8.304560557048645e-06
has_secondary_use_use_police,0.0
plan_configuration_o,0.0
plan_configuration_a,0.0
plan_configuration_n,0.0
plan_configuration_c,0.0
has_secondary_use_health_post,0.0
plan_configuration_m,0.0
plan_configuration_f,0.0
has_secondary_use_rental,5.41745312511166e-05
land_surface_condition_o,7.621824890369222e-05
plan_configuration_s,0.00010755571424954091
foundation_type_u,0.00018791418448087515
legal_ownership_status_w,0.00021297023594375465
has_secondary_use_hotel,0.00028215018622572695
plan_configuration_d,0.0003782546624540695
has_superstructure_rc_engineered,0.0003948939189314382
has_secondary_use_gov_office,0.0004214042276143415
position_j,0.0004501381214707445
plan_configuration_q,0.00048232993818813074
position_o,0.0004968675501644037
foundation_type_h,0.0005049291703849379
has_secondary_use_school,0.0005517038300632881
ground_floor_type_m,0.0006553800605237026
land_surface_condition_t,0.0006871197335421408
land_surface_condition_n,0.000758168844878604
foundation_type_w,0.0008203706029801916
has_superstructure_bamboo,0.0008960087750106594
other_floor_type_s,0.0009621813479810503
plan_configuration_u,0.001126847175881207
has_superstructure_other,0.00144725560769432
has_secondary_use_agriculture,0.001454515214264318
roof_type_x,0.001543876679055356
ground_floor_type_f,0.0015931488767265468
other_floor_type_x,0.0017112752310931123
roof_type_n,0.001780288789048723
ground_floor_type_v,0.001888817389681874
foundation_type_i,0.002141038496792236
has_superstructure_cement_mortar_stone,0.002155931626819019
ground_floor_type_x,0.0023170806054025215
roof_type_q,0.002341211324930148
count_families,0.0027737668037413955
has_secondary_use_other,0.0028278214674442247
other_floor_type_j,0.0031071092806755686
has_secondary_use,0.004084767860174132
count_floors_pre_eq,0.004178456175699785
has_superstructure_mud_mortar_brick,0.0049752002395689
has_superstructure_timber,0.005304693318158349
has_superstructure_stone_flag,0.006142541574686744
area_percentage,0.007330982871353586
foundation_type_r,0.007748996490612581
has_superstructure_cement_mortar_brick,0.008808874380588461
other_floor_type_q,0.010572383695468247
height_percentage,0.011483203244581764
age,0.01975221176240589
geo_level_3_id,0.02462506955415007
has_superstructure_mud_mortar_stone,0.027957210862636493
geo_level_2_id,0.08157739329151803
geo_level_1_id,0.3145990097578615
