feature,mean_importance
foundation_type_u,-8.303100327260449e-05
height_percentage,-6.851429801673082e-05
has_superstructure_timber,-2.9750222742142007e-05
area_percentage,-8.838431576640992e-06
other_floor_type_x,0.0
plan_configuration_d,0.0
plan_configuration_a,0.0
has_superstructure_rc_engineered,0.0
position_o,0.0
legal_ownership_status_v,0.0
plan_configuration_c,0.0
position_s,0.0
has_secondary_use_gov_office,0.0
has_secondary_use_institution,0.0
has_secondary_use_school,0.0
legal_ownership_status_a,0.0
has_secondary_use_health_post,2.2204460492503132e-17
plan_configuration_u,2.2204460492503132e-17
plan_configuration_o,2.2204460492503132e-17
has_secondary_use_industry,2.2204460492503132e-17
has_secondary_use,2.2204460492503132e-17
has_superstructure_mud_mortar_brick,2.2204460492503132e-17
has_superstructure_bamboo,2.2204460492503132e-17
has_superstructure_rc_non_engineered,2.2204460492503132e-17
has_secondary_use_rental,2.2204460492503132e-17
has_superstructure_other,2.2204460492503132e-17
plan_configuration_n,2.2204460492503132e-17
plan_configuration_f,2.2204460492503132e-17
has_secondary_use_other,2.2204460492503132e-17
ground_floor_type_z,2.2204460492503132e-17
other_floor_type_s,2.2204460492503132e-17
land_surface_condition_o,2.2204460492503132e-17
ground_floor_type_m,2.2204460492503132e-17
position_t,2.2204460492503132e-17
legal_ownership_status_w,4.4408920985006264e-17
legal_ownership_status_r,4.4408920985006264e-17
ground_floor_type_x,4.4408920985006264e-17
plan_configuration_m,4.4408920985006264e-17
position_j,4.4408920985006264e-17
plan_configuration_s,4.4408920985006264e-17
land_surface_condition_n,4.4408920985006264e-17
has_secondary_use_use_police,4.4408920985006264e-17
land_surface_condition_t,4.4408920985006264e-17
has_secondary_use_hotel,4.4408920985006264e-17
ground_floor_type_f,4.4408920985006264e-17
geo_level_3_id,6.661338147750939e-17
roof_type_q,6.661338147750939e-17
has_superstructure_cement_mortar_stone,6.661338147750939e-17
plan_configuration_q,6.661338147750939e-17
roof_type_x,1.2484830733328068e-05
has_secondary_use_agriculture,1.2771648491605169e-05
roof_type_n,8.652601358121182e-05
count_families,0.00010509051269878001
other_floor_type_j,0.00011331902175995
has_superstructure_adobe_mud,0.00013010741679990722
has_superstructure_stone_flag,0.0001789303703272571
other_floor_type_q,0.0004750365479055052
foundation_type_h,0.0005501852393714479
foundation_type_w,0.0013430885448766805
age,0.0017312307871376164
has_superstructure_cement_mortar_brick,0.0022026550254097056
ground_floor_type_v,0.0024633410095062035
count_floors_pre_eq,0.0025601273884907185
foundation_type_i,0.0028270041284713223
geo_level_2_id,0.003788121350322782
has_superstructure_mud_mortar_stone,0.009074103698045576
foundation_type_r,0.04458031644771743
geo_level_1_id,0.10335642350586452
