feature,mean_importance
has_superstructure_rc_non_engineered,-0.0007924516077707055
has_superstructure_rc_engineered,-0.0007749622027714232
legal_ownership_status_w,-0.0007482580713650489
foundation_type_h,-0.0005735275289803221
position_o,-0.0004966197773752957
foundation_type_u,-0.00046176823945784926
position_j,-0.00033759897949556803
has_secondary_use_rental,-0.00025763686148494447
ground_floor_type_m,-0.00012295526766750164
has_secondary_use_other,-9.044199560657163e-05
has_secondary_use_industry,-1.0671778192450354e-05
has_secondary_use_school,0.0
plan_configuration_m,0.0
plan_configuration_n,0.0
has_secondary_use_use_police,0.0
has_secondary_use_health_post,0.0
has_secondary_use_gov_office,0.0
has_secondary_use_institution,0.0
plan_configuration_c,0.0
plan_configuration_o,8.86096945462711e-07
plan_configuration_f,5.942085367234284e-05
plan_configuration_s,0.00017143575187259508
ground_floor_type_z,0.000247779509425472
has_superstructure_other,0.00029862806915303963
legal_ownership_status_a,0.000300873024181092
land_surface_condition_n,0.0003279555247574395
position_s,0.00034732856345567333
other_floor_type_s,0.0003529105495637452
has_secondary_use_hotel,0.0004219338868483247
legal_ownership_status_r,0.0005121430279499961
has_superstructure_adobe_mud,0.0005223937357000219
ground_floor_type_f,0.0005384046441908819
plan_configuration_d,0.0005451590492951075
plan_configuration_a,0.0005866419956690016
other_floor_type_j,0.0007204837134429764
legal_ownership_status_v,0.0007432773176194729
plan_configuration_u,0.0007904606779847833
position_t,0.0008484237186292543
has_superstructure_stone_flag,0.0009927764576896704
ground_floor_type_x,0.001003098595841756
count_families,0.0010996809900686965
plan_configuration_q,0.0011476152696248132
has_superstructure_cement_mortar_stone,0.0012016687158224125
land_surface_condition_t,0.0012246775753353978
has_secondary_use_agriculture,0.0015151852412206956
foundation_type_i,0.001546412260272656
has_secondary_use,0.0016162772187392038
other_floor_type_x,0.0016196468422099875
land_surface_condition_o,0.0017054681546322392
count_floors_pre_eq,0.0017404216780861903
has_superstructure_mud_mortar_brick,0.0025337228199010077
roof_type_x,0.002547751073078297
roof_type_n,0.002881299501660095
foundation_type_w,0.003488039255225517
foundation_type_r,0.003775944541051435
ground_floor_type_v,0.003858500711891133
has_superstructure_bamboo,0.004115905453957525
has_superstructure_timber,0.005487958745268151
area_percentage,0.006568150920728799
roof_type_q,0.007399197373879174
has_superstructure_cement_mortar_brick,0.008584716279709604
other_floor_type_q,0.010078636429931898
height_percentage,0.011719977248029024
geo_level_3_id,0.021266843296746597
has_superstructure_mud_mortar_stone,0.02548680786914741
age,0.02816892647577187
geo_level_2_id,0.06290042060243628
geo_level_1_id,0.2543476109580731
