feature,mean_importance
position_j,-0.0014570902208199232
roof_type_q,-0.0011406463604987094
has_superstructure_rc_engineered,-0.0007963632989013592
legal_ownership_status_v,-0.000676503728385125
legal_ownership_status_r,-0.0006447810758872796
has_secondary_use_hotel,-0.00042778223894730517
position_t,-0.00020393562181322266
has_superstructure_bamboo,-0.00018289025855342534
foundation_type_h,-0.00014277413373757762
foundation_type_u,-0.00013609077269327585
ground_floor_type_m,-0.00013525769173818868
has_secondary_use_industry,-0.00013421858275097787
plan_configuration_d,-7.763157061759784e-05
has_secondary_use_other,-6.533359558082985e-05
plan_configuration_o,-3.293216421169642e-05
position_o,-3.3511294790011802e-06
plan_configuration_m,0.0
has_secondary_use_use_police,0.0
has_secondary_use_gov_office,0.0
has_secondary_use_health_post,0.0
has_secondary_use_school,0.0
plan_configuration_n,0.0
plan_configuration_f,0.0
has_secondary_use_rental,6.069519282281278e-07
plan_configuration_s,2.824840779416249e-05
plan_configuration_a,6.406966679670668e-05
ground_floor_type_z,0.00011026858765597058
legal_ownership_status_w,0.00011808588167332435
has_secondary_use_institution,0.0001613123403571448
land_surface_condition_n,0.00017654038520069636
has_secondary_use_agriculture,0.00018760764706662325
position_s,0.00043794660160976215
plan_configuration_q,0.0004981978570782087
has_superstructure_mud_mortar_brick,0.0005011566833277526
legal_ownership_status_a,0.0005406742928685482
ground_floor_type_f,0.0005817378627350322
plan_configuration_c,0.0006599582604345456
has_superstructure_rc_non_engineered,0.0007415982836265211
foundation_type_w,0.0007546625074338787
ground_floor_type_x,0.0008350956790330821
has_superstructure_stone_flag,0.000944143541509046
has_secondary_use,0.0011275469733120769
land_surface_condition_o,0.0012323071242496652
foundation_type_i,0.0015447780475715822
other_floor_type_s,0.001545448368511515
other_floor_type_x,0.001782491958845167
land_surface_condition_t,0.0019950723990960427
other_floor_type_j,0.002213365355792307
has_superstructure_other,0.002569904354943975
roof_type_n,0.0029411183277165296
has_superstructure_cement_mortar_stone,0.003328550126598073
has_superstructure_adobe_mud,0.0038647355414538342
plan_configuration_u,0.004240527885859091
count_families,0.0072288617786449684
other_floor_type_q,0.007503660200608553
has_superstructure_timber,0.0075420509393333115
roof_type_x,0.0076310458812915314
foundation_type_r,0.007736848535509755
ground_floor_type_v,0.008112306029765315
has_superstructure_cement_mortar_brick,0.008716854816078224
count_floors_pre_eq,0.009477958083595573
height_percentage,0.014033520331333982
area_percentage,0.015096350461299668
age,0.021746718429172772
has_superstructure_mud_mortar_stone,0.02322148408621847
geo_level_3_id,0.046468969585367524
geo_level_2_id,0.11438319512715282
geo_level_1_id,0.3321809707239626
